Date ,Hour,Time block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh),Weighted MCP (Rs/MWh)
16-10-2021,13,12:30 - 12:45,11090.90,14704.60,9129.20,9129.20,3437.04,3437.04
16-10-2021,13,12:45 - 13:00,11145.90,14731.50,9143.10,9143.10,3450.67,3450.67
16-10-2021,14,13:00 - 13:15,10236.00,14952.90,8724.30,8724.30,2946.02,2946.02
16-10-2021,14,13:15 - 13:30,10358.20,14893.60,8850.60,8850.60,2948.68,2948.68
16-10-2021,14,13:30 - 13:45,10864.40,14603.60,8989.50,8989.50,3229.90,3229.90
16-10-2021,14,13:45 - 14:00,10712.40,14495.50,8816.00,8816.00,3297.91,3297.91
16-10-2021,15,14:00 - 14:15,10933.80,14245.80,8913.16,8913.16,3498.77,3498.77
16-10-2021,15,14:15 - 14:30,11232.90,13874.70,8941.82,8941.82,3998.98,3998.98
16-10-2021,15,14:30 - 14:45,11308.00,13599.60,9067.30,9067.30,4000.00,4000.00
16-10-2021,15,14:45 - 15:00,11403.40,13223.10,8959.90,8959.90,4980.47,4980.47
16-10-2021,16,15:00 - 15:15,10557.30,13196.90,8204.61,8204.61,3998.14,3998.14
16-10-2021,16,15:15 - 15:30,10070.20,12805.90,7880.50,7880.50,3998.37,3998.37
16-10-2021,16,15:30 - 15:45,10169.90,12654.00,7882.30,7882.30,3999.02,3999.02
16-10-2021,16,15:45 - 16:00,9861.60,12207.70,7568.40,7568.40,3999.59,3999.59
16-10-2021,17,16:00 - 16:15,9238.50,11878.70,6909.10,6909.10,3800.31,3800.31
16-10-2021,17,16:15 - 16:30,9264.60,11783.40,6858.90,6858.90,3998.42,3998.42
16-10-2021,17,16:30 - 16:45,9315.20,11630.20,6809.80,6809.80,3998.94,3998.94
16-10-2021,17,16:45 - 17:00,9297.40,11746.10,6864.44,6864.44,3620.58,3620.58
16-10-2021,18,17:00 - 17:15,9288.30,11533.30,6891.30,6891.30,3998.97,3998.97
16-10-2021,18,17:15 - 17:30,9883.10,11528.00,7374.90,7374.90,4570.94,4570.94
16-10-2021,18,17:30 - 17:45,10334.30,11548.20,7781.70,7781.70,4989.31,4989.31
16-10-2021,18,17:45 - 18:00,10838.10,11795.90,8285.50,8285.50,4989.70,4989.70
16-10-2021,19,18:00 - 18:15,13876.80,11707.50,10226.10,10226.10,11750.61,11750.61
16-10-2021,19,18:15 - 18:30,14968.60,11925.80,10908.70,10908.70,14999.32,14999.32
16-10-2021,19,18:30 - 18:45,16180.60,12168.90,11574.90,11574.90,15500.95,15500.95
16-10-2021,19,18:45 - 19:00,16544.50,12290.90,11796.90,11796.90,15750.44,15750.44
16-10-2021,20,19:00 - 19:15,17028.50,12466.40,12072.40,12072.40,16000.37,16000.37
16-10-2021,20,19:15 - 19:30,16733.30,12497.70,12103.70,12103.70,15750.23,15750.23
16-10-2021,20,19:30 - 19:45,16565.00,12591.90,12197.90,12197.90,15250.93,15250.93
16-10-2021,20,19:45 - 20:00,16178.40,12675.00,12136.00,12136.00,14999.51,14999.51
16-10-2021,21,20:00 - 20:15,16174.80,12819.40,12027.40,12027.40,13500.55,13500.55
16-10-2021,21,20:15 - 20:30,16154.80,12842.80,11896.20,11896.20,12989.11,12989.11
16-10-2021,21,20:30 - 20:45,16106.30,12908.30,11868.00,11868.00,12989.23,12989.23
16-10-2021,21,20:45 - 21:00,16306.10,13080.90,11978.90,11978.90,14000.47,14000.47
16-10-2021,22,21:00 - 21:15,16094.40,13114.30,11946.70,11946.70,14999.12,14999.12
16-10-2021,22,21:15 - 21:30,15914.00,13260.70,11965.60,11965.60,12500.51,12500.51
16-10-2021,22,21:30 - 21:45,15508.30,13511.60,12227.91,12227.91,9500.74,9500.74
16-10-2021,22,21:45 - 22:00,15380.20,13686.90,11997.80,11997.80,6695.99,6695.99
16-10-2021,23,22:00 - 22:15,15215.10,14031.70,12187.40,12187.40,6695.80,6695.80
16-10-2021,23,22:15 - 22:30,15156.20,14004.60,12207.10,12207.10,6695.90,6695.90
16-10-2021,23,22:30 - 22:45,14605.20,14143.10,11603.80,11603.80,6695.06,6695.06
16-10-2021,23,22:45 - 23:00,14244.50,13928.40,11262.60,11262.60,6499.66,6499.66
